#"+ESI Scan (3.037-11.161 min, 491 Scans) Frag=175.0V sk_bpc_157_90FA_75degrees_2h_241107_T01.d  Deconvoluted "
#Point,X(Thompsons),Y(Counts)
0,54.0429,125.132347106934
1,54.9238,136.568481445313
2,55.9328,321.859771728516
3,58.0384,136.787384033203
4,68.0318,201.924697875977
5,68.0621,182.828659057617
6,69.9407,196.208480834961
7,70.9333,125.909873962402
8,71.9263,1595.74633789063
9,71.9782,181.0615234375
10,72.9332,396.023315429688
11,73.0845,114.511741638184
12,73.9383,140.765106201172
13,76.0269,601.460083007813
14,77.9856,247.635894775391
15,79.9341,101.723083496094
16,80.0555,230.214736938477
17,80.9261,1082.47802734375
18,82.0386,565.262084960938
19,82.9299,107.434616088867
20,83.9455,238.049331665039
21,84.0202,208.615310668945
22,84.0579,115.844253540039
23,84.9293,114.663566589355
24,85.0835,104.772842407227
25,86.9133,552.255737304688
26,87.9261,278.302825927734
27,87.9589,198.716369628906
28,88.0464,146.876739501953
29,88.9343,159.00537109375
30,89.9358,598.274475097656
31,90.0393,116.812919616699
32,92.0313,204.437530517578
33,92.0611,164.148803710938
34,94.0573,263.876953125
35,94.0784,289.175476074219
36,95.9487,292.073822021484
37,96.0526,1701.06335449219
38,96.9545,664.818420410156
39,97.0536,178.778076171875
40,97.9518,472.007446289063
41,97.9731,357.547729492188
42,98.0346,752.075378417969
43,98.0711,360.943328857422
44,98.9357,1895.57653808594
45,99.0615,257.678344726563
46,99.9324,315.030578613281
47,100.0458,767.505004882813
48,101.0363,125.76146697998
49,101.1151,7426.10107421875
50,101.2084,196.903717041016
51,101.9516,164.527160644531
52,102.0329,180.132858276367
53,102.1183,587.482482910156
54,104.0391,445.546356201172
55,104.0619,418.246154785156
56,104.9223,719.284118652344
57,105.0506,127.57332611084
58,105.9760,455.392517089844
59,106.0660,630.790100097656
60,106.9362,105.334602355957
61,107.0656,391.842895507813
62,107.9063,138.716339111328
63,108.0574,2226.4375
64,108.0934,1189.572265625
65,108.9317,467.820343017578
66,109.0585,268.475463867188
67,109.0945,126.140235900879
68,110.0359,3307.93627929688
69,110.0731,1617.52551269531
