#"+ESI Scan (2.981-10.012 min, 425 Scans) Frag=175.0V sk_bpc_157_90FA_75degrees_1h_241107_T02.d  Deconvoluted "
#Point,X(Thompsons),Y(Counts)
0,54.9234,130.738265991211
1,55.9328,307.382720947266
2,68.0298,173.75163269043
3,68.0621,126.396095275879
4,69.9401,182.135681152344
5,70.9330,135.353073120117
6,71.9264,1615.23181152344
7,71.9784,177.329284667969
8,72.9331,399.720031738281
9,73.9397,144.447998046875
10,76.0271,483.048797607422
11,77.9726,187.248107910156
12,77.9910,221.980331420898
13,79.9341,103.139190673828
14,80.0553,168.15771484375
15,80.9262,1080.53894042969
16,82.0385,476.032073974609
17,82.9303,105.309066772461
18,83.9454,206.607650756836
19,84.0198,153.521575927734
20,84.9294,113.704765319824
21,86.9136,553.083312988281
22,87.9328,284.256164550781
23,88.9347,170.023712158203
24,89.9217,529.057067871094
25,89.9420,635.551391601563
26,92.0081,135.583938598633
27,92.0610,138.171997070313
28,94.0704,198.498489379883
29,95.9489,280.734649658203
30,96.0527,1015.22619628906
31,96.9544,665.813720703125
32,97.0532,118.374465942383
33,97.9555,417.891632080078
34,98.0341,513.485107421875
35,98.0712,243.192321777344
36,98.9359,2014.42370605469
37,99.0628,228.408752441406
38,99.9322,329.450500488281
39,100.0445,416.913208007813
40,101.1154,6873.3896484375
41,101.2086,180.859878540039
42,101.9412,166.186492919922
43,102.0336,134.066619873047
44,102.1186,531.948303222656
45,104.0390,343.954132080078
46,104.0619,315.888000488281
47,104.9229,758.60595703125
48,105.9756,432.480102539063
49,106.0661,481.649810791016
50,106.9361,109.539405822754
51,107.0660,341.303802490234
52,107.9076,130.799514770508
53,108.0582,1627.77404785156
54,108.0936,924.946350097656
55,108.9154,384.864654541016
56,108.9377,459.022491455078
57,109.0591,197.45068359375
58,110.0358,2681.73876953125
59,110.0734,1238.63842773438
60,110.9588,164.740478515625
61,111.0447,250.386138916016
62,111.9600,148.164840698242
63,112.0499,494.285430908203
64,112.9509,1352.58935546875
65,113.0753,270.099060058594
66,113.9533,325.892181396484
67,114.0616,735.40234375
68,114.9518,560.900024414063
69,115.0697,108.660980224609
70,115.9593,402.815155029297
71,116.0450,108.190330505371
72,116.9342,205.117080688477
73,117.0753,491.036376953125
74,117.9316,293.704071044922
75,118.0699,355.124389648438
76,119.0512,110.167930603027
77,120.0791,778.083740234375
78,121.0822,658.581115722656
79,121.9526,259.054046630859
80,122.0685,3801.50537109375
81,122.1698,109.95320892334
82,123.0726,678.916625976563
83,124.0558,626.007995605469
84,124.0874,404.610382080078
85,125.9455,141.127059936523
86,126.0613,606.976989746094
87,127.9408,623.274230957031
88,128.0428,798.101257324219
89,128.9706,198.053161621094
90,129.0532,133.942657470703
91,129.1446,181.041122436523
92,129.9649,222.791381835938
93,130.0567,297.693023681641
94,130.9614,300.616058349609
95,131.9571,196.064178466797
96,132.0800,201.498260498047
97,132.9561,157.152908325195
98,133.9738,345.968566894531
99,134.0432,377.956878662109
100,134.0790,362.424835205078
101,134.1072,238.533584594727
102,135.0719,121.774055480957
103,136.0806,829.549987792969
104,137.0781,190.927856445313
105,138.0320,1486.99987792969
106,138.0707,988.1298828125
107,138.1027,531.811096191406
108,139.0204,151.495758056641
109,139.9607,180.690139770508
110,140.0734,506.997375488281
111,140.9497,178.782928466797
112,142.0266,121.273788452148
113,143.9590,133.88801574707
114,144.0692,124.198333740234
115,145.0611,114.471572875977
116,146.0549,433.147338867188
117,147.0063,116.61979675293
118,148.0118,1848.84704589844
119,148.0932,375.334381103516
120,149.0149,206.952560424805
121,149.1089,268.992645263672
122,150.0838,527.353454589844
123,151.0734,102.815475463867
124,152.0782,575.494262695313
125,153.9706,325.150115966797
126,154.0708,457.848419189453
127,154.0985,408.346160888672
128,154.9689,105.391464233398
129,156.0365,417.775756835938
130,156.9884,228.446807861328
131,157.9653,220.895965576172
132,158.0742,201.904922485352
133,158.1073,143.851959228516
134,158.9494,117.251808166504
135,159.9590,179.56591796875
136,160.0862,170.127471923828
137,162.0877,276.801391601563
138,164.0731,552.412536621094
139,165.0782,105.133720397949
140,166.0898,549.761535644531
141,168.0724,2007.44787597656
142,169.0773,243.073669433594
143,170.0023,209.652450561523
144,170.0842,238.774337768555
145,170.9803,105.39909362793
146,171.0839,203.867950439453
147,171.9764,306.031829833984
148,172.0701,172.195587158203
149,173.9619,184.910903930664
150,174.0492,377.290557861328
151,174.1041,177.396026611328
152,175.9405,103.687469482422
153,176.0869,248.220764160156
154,176.1192,200.472885131836
155,178.0944,482.035705566406
156,180.0824,475.356842041016
157,180.1170,353.075775146484
158,182.0861,542.213012695313
159,184.0643,296.637878417969
160,184.1096,221.702209472656
161,185.0957,191.752426147461
162,185.2044,177.118179321289
163,185.9800,174.094833374023
164,186.0768,174.674102783203
165,187.9750,205.1328125
166,188.0867,136.221343994141
167,190.0934,189.497940063477
168,190.1415,110.089530944824
169,192.0976,329.421295166016
170,193.1026,210.671890258789
171,193.9340,136.556991577148
172,194.1027,424.790069580078
173,196.0904,218.86946105957
174,198.0434,210.316528320313
175,198.1624,126.019371032715
176,198.9707,122.041023254395
177,199.9767,216.938278198242
178,200.0873,151.536575317383
179,201.0861,135.862609863281
180,202.0420,858.456848144531
181,203.0433,106.198974609375
182,204.0849,197.959686279297
183,206.0949,169.246231079102
184,208.0739,318.13232421875
185,208.1145,295.835357666016
186,210.0837,284.276672363281
187,210.1268,222.733779907227
188,212.0602,193.885528564453
189,213.0584,104.220733642578
190,214.0368,145.119613647461
191,216.0722,319.871734619141
192,217.9897,103.039924621582
193,218.1149,152.79508972168
194,220.0957,207.893646240234
195,221.0996,180.814041137695
196,222.0988,298.073150634766
197,223.1136,878.725708007813
198,224.1017,326.766662597656
199,226.0266,262.739929199219
200,226.1067,315.333801269531
201,227.9832,213.382202148438
202,228.1047,124.678558349609
203,230.0350,643.607666015625
204,230.1657,122.27693939209
205,232.0514,575.611389160156
206,234.1228,187.064559936523
207,236.1224,325.237579345703
208,238.1082,300.285125732422
209,240.0971,202.09782409668
210,241.1182,102.543876647949
211,242.0847,184.748077392578
212,243.0691,104.621299743652
213,244.0668,609.074157714844
214,245.9774,259.063201904297
215,246.1410,110.089477539063
216,248.0464,207.530044555664
217,248.1456,136.302398681641
218,250.1203,386.481994628906
219,252.1209,328.763153076172
220,254.1058,294.826599121094
221,255.1108,116.690788269043
222,256.0818,139.599914550781
223,257.0338,122.379180908203
224,258.0852,105.253303527832
225,260.0438,1579.05224609375
226,261.0458,171.096862792969
227,262.0368,116.408340454102
228,262.1399,106.601425170898
229,263.9949,142.804168701172
230,265.0223,136.762115478516
231,266.1146,461.832885742188
232,267.1083,103.559394836426
233,268.1174,256.393859863281
234,270.1018,151.901062011719
235,271.0674,134.647064208984
236,272.0659,1174.25036621094
237,272.9675,119.053916931152
238,273.0723,155.342590332031
239,273.9720,430.518768310547
240,276.0226,136.488052368164
241,276.1383,118.98518371582
242,278.1399,210.934234619141
243,280.1168,243.174957275391
244,282.1193,286.616638183594
245,282.2570,154.32633972168
246,283.0902,315.026824951172
247,284.1005,173.539642333984
248,285.0376,205.055801391602
249,286.1054,147.818557739258
250,287.1515,109.150260925293
251,288.0389,4067.22802734375
252,288.1948,137.6474609375
253,289.0410,436.964813232422
254,289.1549,245.693786621094
255,290.0294,205.446411132813
256,290.1422,118.932151794434
257,290.9790,125.119415283203
258,291.9844,340.284515380859
259,292.1442,176.028915405273
260,293.0116,118.810356140137
261,294.1328,293.626617431641
262,296.1253,243.409057617188
263,298.1145,169.899856567383
264,300.0598,519.204162597656
265,301.9671,404.381530761719
266,302.1218,511.478912353516
267,303.1413,206.487396240234
268,304.0072,175.86882019043
269,306.1469,123.642463684082
270,308.1384,266.959228515625
271,310.1297,250.578231811523
272,310.2866,155.92610168457
273,311.0801,431.331451416016
274,312.1272,279.213043212891
275,313.0306,163.216506958008
276,314.1001,110.230392456055
277,316.0339,2979.2509765625
278,316.1976,111.758941650391
279,317.0364,373.0634765625
280,318.0231,189.454040527344
281,318.9718,201.75617980957
282,319.9767,569.730895996094
283,321.0030,204.048599243164
284,322.1172,164.145645141602
285,323.1686,134.609512329102
286,324.1433,190.223846435547
287,324.2709,171.733276367188
288,326.1215,162.34016418457
289,327.9700,161.446350097656
290,328.1393,221.786148071289
291,332.0063,166.901153564453
292,334.1370,100.747787475586
293,335.1840,250.854202270508
294,336.1588,139.838806152344
295,338.1225,144.594879150391
296,340.1465,274.088989257813
297,342.1317,105.367828369141
298,344.1285,100.291275024414
299,346.9649,112.897033691406
300,347.9716,466.38720703125
301,349.9976,108.935096740723
302,350.1682,107.502555847168
303,351.1786,130.291656494141
304,351.3236,453.840484619141
305,352.1522,151.972518920898
306,352.3237,165.661361694336
307,354.1308,133.638595581055
308,355.9609,126.886657714844
309,356.1350,167.119430541992
310,358.2125,735.384948730469
311,359.2128,169.45329284668
312,366.1472,120.480171203613
313,368.1573,144.893966674805
314,370.0962,153.859893798828
315,370.2916,106.329399108887
316,377.1947,118.096771240234
317,380.1716,105.076515197754
318,381.2062,117.745231628418
319,382.1597,104.322776794434
320,386.1601,123.791496276855
321,390.2627,156.542037963867
322,396.1643,119.17357635498
323,418.0480,110.856491088867
324,428.8505,127.152153015137
325,429.1827,111.950469970703
326,444.1017,192.974914550781
327,446.1999,209.464736938477
328,464.0709,103.980377197266
329,473.0521,233.214691162109
330,473.2389,614.500427246094
331,474.0591,425.987976074219
332,474.2357,165.14533996582
333,481.7259,257.081451416016
334,482.1969,168.163711547852
335,490.8691,144.936706542969
336,491.2018,107.123489379883
337,500.0887,362.328002929688
338,501.0920,104.300163269043
339,501.2225,113.937286376953
340,510.0448,140.144546508789
341,520.0642,127.39045715332
342,528.0760,140.161651611328
343,529.0423,590.493835449219
344,530.0485,875.840881347656
345,530.2479,112.573631286621
346,531.0506,209.337860107422
347,532.0520,107.267295837402
348,538.1168,162.620788574219
349,554.0956,179.531097412109
350,556.0777,648.694580078125
351,557.0811,193.779113769531
352,558.0624,124.318397521973
353,566.0278,173.014602661133
354,567.0183,102.18431854248
355,568.0192,105.850143432617
356,576.0483,156.118041992188
357,582.9974,126.81160736084
358,584.0511,181.36149597168
359,585.0309,998.6611328125
360,586.0376,1298.71850585938
361,587.0399,331.114898681641
362,588.0406,149.325958251953
363,607.3083,135.902984619141
364,609.1647,171.47802734375
365,610.1162,148.321517944336
366,612.0702,324.046752929688
367,613.0605,123.088050842285
368,622.0116,140.810989379883
369,628.0656,108.770805358887
370,632.0311,109.945655822754
371,638.9658,133.629730224609
372,639.9868,102.125038146973
373,641.0187,507.596313476563
374,642.0255,627.259460449219
375,643.0257,187.202072143555
376,643.2717,111.990341186523
377,644.0259,102.468360900879
378,683.1846,121.771911621094
379,684.0455,184.229354858398
380,712.3371,169.935455322266
381,735.8066,275.933044433594
382,737.8454,139.953308105469
383,740.0256,103.052055358887
384,753.9437,110.63134765625
385,763.2637,109.377143859863
386,777.3867,256.063323974609
387,778.3875,143.175003051758
388,945.8025,198.763076782227
389,946.1297,280.394012451172
390,946.4659,242.004013061523
391,946.8049,152.98616027832
392,963.7774,116.345375061035
393,964.0997,125.726821899414
394,964.4408,114.323448181152
395,1078.4759,431.832855224609
396,1079.4833,245.503967285156
397,1080.4775,108.077407836914
398,1232.6252,972.451782226563
399,1233.6300,660.724853515625
400,1234.6323,272.492950439453
401,1301.6161,181.342254638672
402,1302.6145,138.505554199219
403,1319.6221,710.021362304688
404,1320.6217,497.842407226563
405,1321.6330,278.579833984375
406,1322.6288,120.001197814941
407,1382.6643,150.860855102539
408,1383.6912,134.840545654297
409,1400.6791,1647.21740722656
410,1401.6837,1250.19689941406
411,1402.6814,549.025695800781
412,1403.6985,195.346176147461
413,1418.7060,17674.45703125
414,1419.1810,1124.46325683594
415,1419.3043,373.564483642578
416,1419.7062,14190.328125
417,1420.1802,955.515197753906
418,1420.3101,438.616333007813
419,1420.7012,6197.02783203125
420,1421.1750,463.844299316406
421,1421.7006,2035.92065429688
422,1422.6960,614.613525390625
423,1423.7092,248.103775024414
424,1440.6719,215.542083740234
425,1441.6805,167.430633544922
426,1442.6582,215.169540405273
427,1443.6766,152.175811767578
428,1446.6842,195.06201171875
429,1447.7118,160.928207397461
430,1454.5991,160.153945922852
431,1455.6163,121.754249572754
432,1456.6287,181.364135742188
433,1457.6524,133.248748779297
434,1472.6088,811.119384765625
435,1473.6157,580.499084472656
436,1474.6133,277.025115966797
