#"+ESI Scan (2.982-10.344 min, 445 Scans) Frag=175.0V sk_90FA_75degrees_30min_241105.d  Deconvoluted "
#Point,X(Thompsons),Y(Counts)
194,240.1070,297.948455810547
195,242.0989,263.013549804688
196,244.0774,225.838973999023
197,245.9821,107.601318359375
198,246.1319,147.731491088867
199,248.0510,240.016067504883
200,248.1433,197.966522216797
201,250.1170,598.923156738281
202,251.1191,122.982810974121
203,252.1210,472.557006835938
204,253.1184,106.791564941406
205,254.1100,535.905578613281
206,255.1229,213.271697998047
207,256.1112,217.687393188477
208,258.1032,131.435424804688
209,260.0438,809.59765625
210,261.1404,107.794776916504
211,262.1168,156.705200195313
212,264.1211,268.306243896484
213,266.1201,600.007080078125
214,267.1225,121.406944274902
215,268.1215,391.857269287109
216,270.1126,271.576873779297
217,271.1219,120.122787475586
218,272.0715,361.733428955078
219,272.1327,221.394760131836
220,273.1351,129.775329589844
221,273.9739,179.100158691406
222,274.1258,107.584419250488
223,276.1081,156.812515258789
224,277.1431,123.155540466309
225,278.1311,281.145629882813
226,280.1218,324.58447265625
227,282.1259,421.270294189453
228,282.2557,159.97819519043
229,283.0878,396.818328857422
230,283.2287,101.507873535156
231,284.1141,246.280212402344
232,286.1158,178.124145507813
233,287.1471,103.064170837402
234,288.0383,1994.89855957031
235,289.0410,231.418609619141
236,289.1419,348.72802734375
237,290.0364,137.038345336914
238,290.1440,171.436187744141
239,291.1525,108.234870910645
240,291.9928,156.498809814453
241,292.1441,256.240539550781
242,294.1362,413.237579345703
243,296.1312,297.216278076172
244,298.1243,242.423690795898
245,300.0906,204.229873657227
246,301.9702,201.077407836914
247,302.1224,462.684051513672
248,303.1462,227.389526367188
249,304.0118,139.158508300781
250,304.1388,122.428260803223
251,305.1481,141.317535400391
252,306.1465,198.191925048828
253,307.1547,127.027519226074
254,308.1422,330.219360351563
255,310.1384,363.504058837891
256,311.0795,509.329956054688
257,312.1306,322.400024414063
258,313.0318,126.540176391602
259,314.1238,162.050811767578
260,316.0332,1304.4599609375
261,317.0348,172.845092773438
262,317.1702,175.204544067383
263,318.0166,142.026351928711
264,318.1574,105.856330871582
265,318.9815,102.348251342773
266,319.1599,147.521514892578
267,319.9801,282.772918701172
268,320.1500,127.192817687988
269,321.1562,144.173263549805
270,322.1415,287.553771972656
271,323.1695,187.460754394531
272,324.1524,300.330902099609
273,324.2874,107.864700317383
274,326.1342,279.82080078125
275,328.1371,323.884613037109
276,330.1354,115.88591003418
277,331.1699,120.689163208008
278,332.0099,132.434768676758
279,333.1691,258.026794433594
280,334.1486,142.570083618164
281,335.1826,378.291961669922
282,336.1602,209.588592529297
283,338.1386,241.046722412109
284,340.1475,327.417846679688
285,342.1405,153.031982421875
286,344.1459,158.131057739258
287,345.1782,124.056182861328
288,347.1798,184.155563354492
289,347.9728,257.007537841797
290,348.1680,115.676849365234
291,349.1813,159.37467956543
292,350.1670,183.153228759766
293,351.1787,150.269989013672
294,351.3181,113.779632568359
295,352.1587,199.243789672852
296,354.1390,167.615417480469
297,356.1240,203.352172851563
298,358.1993,271.945556640625
299,359.2069,155.487350463867
300,361.1915,165.264984130859
301,363.1870,150.207183837891
302,364.1631,132.244079589844
303,366.1630,208.264862060547
304,367.1844,110.450012207031
305,368.1637,188.977523803711
306,370.1410,136.179962158203
307,375.1969,124.215515136719
308,377.1943,207.164260864258
309,378.1818,116.899795532227
310,379.1980,131.095001220703
311,380.1697,164.789520263672
312,381.2065,189.650772094727
313,382.1700,166.385604858398
314,384.1641,166.372528076172
315,386.1701,165.12109375
316,389.2013,147.233367919922
317,390.2279,126.373565673828
318,391.2140,165.629333496094
319,392.1762,103.095123291016
320,393.2050,117.453536987305
321,394.1683,111.637969970703
322,396.1701,156.484283447266
323,398.1737,132.349243164063
324,400.1609,101.159339904785
325,403.2110,106.986289978027
326,405.2045,108.109146118164
327,407.2056,143.754516601563
328,408.1712,109.078948974609
329,409.2182,190.660522460938
330,410.1844,124.847038269043
331,412.1703,126.639282226563
332,414.1730,110.264045715332
333,419.2209,117.221946716309
334,424.1938,123.750717163086
335,426.1795,105.88452911377
336,440.1878,100.472114562988
337,444.1094,112.327911376953
338,447.2305,103.833213806152
339,450.0937,105.927787780762
340,473.2381,292.169403076172
341,474.0645,140.113265991211
342,482.1974,101.81413269043
343,500.0930,258.374298095703
344,501.1646,119.416038513184
345,520.0664,113.417259216309
346,529.0435,240.47021484375
347,530.0487,418.44482421875
348,531.0540,105.143829345703
349,539.2398,139.951354980469
350,554.1002,129.892333984375
351,556.0790,468.888763427734
352,557.1034,180.324661254883
353,576.0561,127.35612487793
354,584.0620,125.226379394531
355,585.0310,379.445892333984
356,586.0372,716.237976074219
357,587.0401,180.46305847168
358,603.3612,192.335647583008
359,609.1658,148.912185668945
360,610.1402,116.29866027832
361,612.0690,258.191131591797
362,628.0468,121.35417175293
363,641.0183,214.013153076172
364,642.0252,406.098815917969
365,643.0285,124.914009094238
366,683.1850,111.06241607666
367,684.0508,185.031051635742
368,712.3300,133.535858154297
369,735.8038,180.4912109375
370,740.0399,124.203987121582
371,945.7981,260.670745849609
372,946.1287,383.703125
373,946.4630,316.772216796875
374,946.8013,200.505874633789
375,964.1006,114.778289794922
376,964.4380,100.729423522949
377,1232.6201,584.983581542969
378,1233.6266,377.607360839844
379,1234.6283,175.18212890625
380,1319.6199,283.458892822266
381,1320.6156,214.799240112305
382,1321.6294,135.575057983398
383,1400.6748,981.182678222656
384,1401.6804,729.736572265625
